sample_id,source_repo,source_file,source_dataset_kind,feedstock_name,blending_case,reference_label,pathway,feedstock_group,feedstock_carbon_pct,feedstock_hydrogen_pct,feedstock_nitrogen_pct,feedstock_oxygen_pct,feedstock_moisture_pct,feedstock_volatile_matter_pct,feedstock_fixed_carbon_pct,feedstock_ash_pct,feedstock_hhv_mj_per_kg,process_temperature_c,residence_time_min,heating_rate_c_per_min,blend_manure_ratio,blend_wet_waste_ratio,product_char_yield_pct,product_char_hhv_mj_per_kg,energy_recovery_pct,carbon_retention_pct
Wet-Waste-Biomass-Opt::htc::0100,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,53.86,3.02,7.55,17.17,90.25,78.62,2.98,18.4,,230,30,,,,74.5,27.24,104.28,94.75
Wet-Waste-Biomass-Opt::htc::0101,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,53.86,3.02,7.55,17.17,90.25,78.62,2.98,18.4,,260,30,,,,68.5,28.6,100.67,89.7
Wet-Waste-Biomass-Opt::htc::0102,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,43.53,6.2,1.23,47.49,92.0,83.64,14.81,1.55,,190,15,,,,36.0,23.36,55.7,51.65
Wet-Waste-Biomass-Opt::htc::0103,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,43.53,6.2,1.23,47.49,92.0,83.64,14.81,1.55,,225,15,,,,36.0,24.07,57.38,53.09
Wet-Waste-Biomass-Opt::htc::0104,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,43.53,6.2,1.23,47.49,92.0,83.64,14.81,1.55,,260,15,,,,39.0,24.98,64.52,59.86
Wet-Waste-Biomass-Opt::htc::0105,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,47.94,6.66,1.96,40.97,92.0,81.65,15.88,2.47,,190,15,,,,27.0,23.05,33.82,31.48
Wet-Waste-Biomass-Opt::htc::0106,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,47.94,6.66,1.96,40.97,92.0,81.65,15.88,2.47,,225,15,,,,27.0,25.91,38.01,34.97
Wet-Waste-Biomass-Opt::htc::0107,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,47.94,6.66,1.96,40.97,92.0,81.65,15.88,2.47,,260,15,,,,27.0,28.89,42.38,38.01
Wet-Waste-Biomass-Opt::htc::0108,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,44.15,6.44,0.62,46.79,92.0,83.14,14.86,2.0,,190,15,,,,36.0,20.38,46.51,43.94
Wet-Waste-Biomass-Opt::htc::0109,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,44.15,6.44,0.62,46.79,92.0,83.14,14.86,2.0,,225,15,,,,28.0,24.15,42.87,38.83
Wet-Waste-Biomass-Opt::htc::0110,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,44.15,6.44,0.62,46.79,92.0,83.14,14.86,2.0,,260,15,,,,30.0,25.42,48.33,44.1
Wet-Waste-Biomass-Opt::htc::0111,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,44.14,6.18,1.27,41.91,92.0,76.22,17.28,6.5,,190,15,,,,38.0,20.53,47.95,47.98
Wet-Waste-Biomass-Opt::htc::0112,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,44.14,6.18,1.27,41.91,92.0,76.22,17.28,6.5,,225,15,,,,40.0,22.8,56.06,55.7
Wet-Waste-Biomass-Opt::htc::0113,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,44.14,6.18,1.27,41.91,92.0,76.22,17.28,6.5,,260,15,,,,45.0,24.38,67.42,65.16
Wet-Waste-Biomass-Opt::htc::0114,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,46.66,6.0,0.21,46.33,92.0,87.59,11.61,0.8,,190,15,,,,78.0,17.05,82.69,81.51
Wet-Waste-Biomass-Opt::htc::0115,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,46.66,6.0,0.21,46.33,92.0,87.59,11.61,0.8,,225,15,,,,64.0,17.47,69.54,68.06
Wet-Waste-Biomass-Opt::htc::0116,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,46.66,6.0,0.21,46.33,92.0,87.59,11.61,0.8,,260,15,,,,48.0,24.08,71.88,67.21
Wet-Waste-Biomass-Opt::htc::0117,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,42.5,5.8,3.2,28.1,80.0,54.09,25.51,20.4,,250,1200,,,,43.8,31.1,77.26,69.67
Wet-Waste-Biomass-Opt::htc::0118,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,49.48,6.86,2.84,34.29,83.0,76.05,17.42,6.53,,180,60,,,,86.0,23.3,98.25,97.58
Wet-Waste-Biomass-Opt::htc::0119,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,49.48,6.86,2.84,34.29,83.0,76.05,17.42,6.53,,200,60,,,,78.0,24.8,94.83,92.42
Wet-Waste-Biomass-Opt::htc::0120,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,49.48,6.86,2.84,34.29,83.0,76.05,17.42,6.53,,220,60,,,,66.0,25.51,82.54,80.71
Wet-Waste-Biomass-Opt::htc::0121,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,41.96,8.01,3.45,35.08,80.0,72.6,15.9,11.5,,180,60,,,,53.82,30.02,83.5,84.03
Wet-Waste-Biomass-Opt::htc::0122,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,41.96,8.01,3.45,35.08,80.0,72.6,15.9,11.5,,200,60,,,,45.52,30.02,70.63,72.13
Wet-Waste-Biomass-Opt::htc::0123,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,41.96,8.01,3.45,35.08,80.0,72.6,15.9,11.5,,220,60,,,,40.25,30.17,62.76,65.75
Wet-Waste-Biomass-Opt::htc::0124,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,41.96,8.01,3.45,35.08,80.0,72.6,15.9,11.5,,240,60,,,,38.2,31.14,61.47,63.14
Wet-Waste-Biomass-Opt::htc::0125,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,41.96,8.01,3.45,35.08,80.0,72.6,15.9,11.5,,260,60,,,,35.01,33.0,59.71,60.04
Wet-Waste-Biomass-Opt::htc::0126,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,46.3,7.01,1.61,43.15,87.5,88.6,9.47,1.93,,180,120,,,,36.7,22.08,45.12,46.69
Wet-Waste-Biomass-Opt::htc::0127,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,46.3,7.01,1.61,43.15,87.5,88.6,9.47,1.93,,180,560,,,,47.2,26.04,68.44,66.06
Wet-Waste-Biomass-Opt::htc::0128,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,51.9,7.44,4.38,32.18,87.5,83.8,12.1,4.1,,180,720,,,,55.6,26.51,82.07,80.82
Wet-Waste-Biomass-Opt::htc::0129,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,51.9,7.44,4.38,32.18,87.5,83.8,12.1,4.1,,215,120,,,,51.9,26.91,77.76,75.78
Wet-Waste-Biomass-Opt::htc::0130,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,51.9,7.44,4.38,32.18,87.5,83.8,12.1,4.1,,215,560,,,,52.6,25.66,75.13,74.87
Wet-Waste-Biomass-Opt::htc::0131,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,51.9,7.44,4.38,32.18,87.5,83.8,12.1,4.1,,215,720,,,,52.7,27.28,80.03,78.2
Wet-Waste-Biomass-Opt::htc::0132,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,51.9,7.44,4.38,32.18,87.5,83.8,12.1,4.1,,250,120,,,,49.4,25.67,70.59,69.99
Wet-Waste-Biomass-Opt::htc::0133,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,51.9,7.44,4.38,32.18,87.5,83.8,12.1,4.1,,250,560,,,,48.3,25.66,68.99,68.85
Wet-Waste-Biomass-Opt::htc::0134,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,51.9,7.44,4.38,32.18,87.5,83.8,12.1,4.1,,250,720,,,,47.5,26.02,68.81,68.12
Wet-Waste-Biomass-Opt::htc::0135,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,45.33,6.16,13.42,22.32,87.5,86.5,0.73,12.77,,180,120,,,,72.9,26.15,85.02,83.29
Wet-Waste-Biomass-Opt::htc::0136,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,45.33,6.16,13.42,22.32,87.5,86.5,0.73,12.77,,180,560,,,,71.7,26.86,85.92,84.13
Wet-Waste-Biomass-Opt::htc::0137,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,45.33,6.16,13.42,22.32,87.5,86.5,0.73,12.77,,180,720,,,,70.9,27.36,86.54,84.42
Wet-Waste-Biomass-Opt::htc::0138,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,45.33,6.16,13.42,22.32,87.5,86.5,0.73,12.77,,215,120,,,,64.8,28.36,81.99,79.28
Wet-Waste-Biomass-Opt::htc::0139,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,45.33,6.16,13.42,22.32,87.5,86.5,0.73,12.77,,215,560,,,,59.2,29.79,78.67,75.28
Wet-Waste-Biomass-Opt::htc::0140,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,45.33,6.16,13.42,22.32,87.5,86.5,0.73,12.77,,215,720,,,,56.1,30.6,76.57,72.75
Wet-Waste-Biomass-Opt::htc::0141,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,45.33,6.16,13.42,22.32,87.5,86.5,0.73,12.77,,250,120,,,,51.5,31.82,73.1,68.96
Wet-Waste-Biomass-Opt::htc::0142,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,45.33,6.16,13.42,22.32,87.5,86.5,0.73,12.77,,250,560,,,,49.2,32.44,71.2,66.55
Wet-Waste-Biomass-Opt::htc::0143,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,45.33,6.16,13.42,22.32,87.5,86.5,0.73,12.77,,250,720,,,,45.0,31.86,63.95,60.43
Wet-Waste-Biomass-Opt::htc::0144,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,43.09,6.91,11.47,23.8,50.0,83.77,1.5,14.73,,150,60,,,,17.79,7.93,7.01,10.73
Wet-Waste-Biomass-Opt::htc::0145,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,43.09,6.91,11.47,23.8,50.0,83.77,1.5,14.73,,150,90,,,,21.54,15.93,17.05,18.4
Wet-Waste-Biomass-Opt::htc::0146,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,43.09,6.91,11.47,23.8,50.0,83.77,1.5,14.73,,150,120,,,,20.7,18.15,18.67,19.22
Wet-Waste-Biomass-Opt::htc::0147,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,43.09,6.91,11.47,23.8,50.0,83.77,1.5,14.73,,180,60,,,,22.91,26.59,30.27,27.55
Wet-Waste-Biomass-Opt::htc::0148,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,43.09,6.91,11.47,23.8,50.0,83.77,1.5,14.73,,180,90,,,,26.7,23.84,31.63,30.49
Wet-Waste-Biomass-Opt::htc::0149,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,43.09,6.91,11.47,23.8,50.0,83.77,1.5,14.73,,180,120,,,,30.75,20.43,31.2,32.62
Wet-Waste-Biomass-Opt::htc::0150,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,43.09,6.91,11.47,23.8,50.0,83.77,1.5,14.73,,210,60,,,,21.95,23.81,25.97,25.6
Wet-Waste-Biomass-Opt::htc::0151,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,43.09,6.91,11.47,23.8,50.0,83.77,1.5,14.73,,210,90,,,,29.27,22.11,32.15,31.9
Wet-Waste-Biomass-Opt::htc::0152,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,43.09,6.91,11.47,23.8,50.0,83.77,1.5,14.73,,210,120,,,,34.49,21.74,37.24,37.87
Wet-Waste-Biomass-Opt::htc::0153,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,39.0,7.32,5.7,41.57,50.0,79.11,14.48,6.41,,150,60,,,,18.52,16.36,15.02,16.77
Wet-Waste-Biomass-Opt::htc::0154,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,39.0,7.32,5.7,41.57,50.0,79.11,14.48,6.41,,150,90,,,,22.78,20.24,22.86,23.5
Wet-Waste-Biomass-Opt::htc::0155,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,39.0,7.32,5.7,41.57,50.0,79.11,14.48,6.41,,150,120,,,,20.7,20.6,21.14,21.66
Wet-Waste-Biomass-Opt::htc::0156,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,39.0,7.32,5.7,41.57,50.0,79.11,14.48,6.41,,180,60,,,,27.62,18.13,24.82,27.38
Wet-Waste-Biomass-Opt::htc::0157,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,39.0,7.32,5.7,41.57,50.0,79.11,14.48,6.41,,180,90,,,,27.18,20.38,27.46,28.99
Wet-Waste-Biomass-Opt::htc::0158,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,39.0,7.32,5.7,41.57,50.0,79.11,14.48,6.41,,180,120,,,,28.74,20.3,28.92,30.5
Wet-Waste-Biomass-Opt::htc::0159,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,39.0,7.32,5.7,41.57,50.0,79.11,14.48,6.41,,210,60,,,,24.87,20.38,25.12,26.81
Wet-Waste-Biomass-Opt::htc::0160,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,39.0,7.32,5.7,41.57,50.0,79.11,14.48,6.41,,210,90,,,,28.48,20.57,29.04,31.2
Wet-Waste-Biomass-Opt::htc::0161,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,39.0,7.32,5.7,41.57,50.0,79.11,14.48,6.41,,210,120,,,,35.41,21.72,38.13,40.46
Wet-Waste-Biomass-Opt::htc::0162,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,51.14,7.63,3.45,26.31,75.0,72.55,15.98,11.47,,200,60,,,,7.0,27.82,12.01,11.28
Wet-Waste-Biomass-Opt::htc::0163,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,51.14,7.63,3.45,26.31,75.0,72.55,15.98,11.47,,250,60,,,,5.95,30.05,11.03,10.39
Wet-Waste-Biomass-Opt::htc::0164,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,51.14,7.63,3.45,26.31,75.0,72.55,15.98,11.47,,300,60,,,,5.25,32.42,10.5,9.83
Wet-Waste-Biomass-Opt::htc::0165,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,61.94,7.22,6.51,10.97,89.0,80.17,6.47,13.36,,200,60,,,,56.15,30.13,72.07,72.59
Wet-Waste-Biomass-Opt::htc::0166,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,61.94,7.22,6.51,10.97,89.0,80.17,6.47,13.36,,230,60,,,,39.76,31.49,53.34,54.48
Wet-Waste-Biomass-Opt::htc::0167,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,61.94,7.22,6.51,10.97,89.0,80.17,6.47,13.36,,260,60,,,,35.71,32.94,50.1,50.65
Wet-Waste-Biomass-Opt::htc::0168,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,61.94,7.22,6.51,10.97,89.0,80.17,6.47,13.36,,200,180,,,,48.43,30.08,62.05,63.03
Wet-Waste-Biomass-Opt::htc::0169,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,61.94,7.22,6.51,10.97,89.0,80.17,6.47,13.36,,230,180,,,,40.9,31.84,55.48,56.02
Wet-Waste-Biomass-Opt::htc::0170,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,61.94,7.22,6.51,10.97,89.0,80.17,6.47,13.36,,260,180,,,,33.28,33.13,46.97,47.49
Wet-Waste-Biomass-Opt::htc::0171,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,61.94,7.22,6.51,10.97,89.0,80.17,6.47,13.36,,200,480,,,,44.56,30.96,58.77,59.33
Wet-Waste-Biomass-Opt::htc::0172,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,61.94,7.22,6.51,10.97,89.0,80.17,6.47,13.36,,230,480,,,,38.8,31.46,52.0,52.5
Wet-Waste-Biomass-Opt::htc::0173,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,61.94,7.22,6.51,10.97,89.0,80.17,6.47,13.36,,260,480,,,,30.27,33.44,43.12,43.62
Wet-Waste-Biomass-Opt::htc::0174,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,49.15,5.51,0.59,42.24,83.0,77.68,19.81,2.51,,170,30,,,,78.4,28.25,75.65,77.51
Wet-Waste-Biomass-Opt::htc::0175,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,49.15,5.51,0.59,42.24,83.0,77.68,19.81,2.51,,180,30,,,,77.5,28.9,76.52,77.49
Wet-Waste-Biomass-Opt::htc::0176,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,49.15,5.51,0.59,42.24,83.0,77.68,19.81,2.51,,190,30,,,,75.1,28.63,73.44,75.21
Wet-Waste-Biomass-Opt::htc::0177,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,49.15,5.51,0.59,42.24,83.0,77.68,19.81,2.51,,200,30,,,,73.2,28.69,71.74,73.6
Wet-Waste-Biomass-Opt::htc::0178,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,49.15,5.51,0.59,42.24,83.0,77.68,19.81,2.51,,220,30,,,,57.5,29.98,58.88,61.23
Wet-Waste-Biomass-Opt::htc::0179,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,52.76,5.56,1.89,34.39,89.0,72.6,22.0,5.4,,220,60,,,,63.73,19.28,72.46,69.54
Wet-Waste-Biomass-Opt::htc::0180,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,52.76,5.56,1.89,34.39,89.0,72.6,22.0,5.4,,220,120,,,,56.81,20.32,68.08,64.36
Wet-Waste-Biomass-Opt::htc::0181,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,52.76,5.56,1.89,34.39,89.0,72.6,22.0,5.4,,220,180,,,,52.22,21.29,65.57,61.52
Wet-Waste-Biomass-Opt::htc::0182,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,52.76,5.56,1.89,34.39,89.0,72.6,22.0,5.4,,180,120,,,,72.42,18.06,77.16,75.62
Wet-Waste-Biomass-Opt::htc::0183,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,52.76,5.56,1.89,34.39,89.0,72.6,22.0,5.4,,260,120,,,,46.59,24.49,67.31,61.52
Wet-Waste-Biomass-Opt::htc::0184,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,42.75,5.88,1.98,44.09,83.0,41.0,53.7,5.3,,220,10,,,,64.33,24.23,79.37,75.12
Wet-Waste-Biomass-Opt::htc::0185,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,,220,10,,,,69.4,24.7,87.28,81.41
Wet-Waste-Biomass-Opt::htc::0186,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,,220,10,,,,75.25,24.23,92.84,87.43
Wet-Waste-Biomass-Opt::htc::0187,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,,220,10,,,,73.6,24.33,91.16,85.49
Wet-Waste-Biomass-Opt::htc::0188,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,42.75,5.88,1.98,44.09,83.0,41.0,53.7,5.3,,220,20,,,,51.59,21.51,74.04,68.29
Wet-Waste-Biomass-Opt::htc::0189,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,,220,20,,,,55.76,21.35,79.42,74.03
Wet-Waste-Biomass-Opt::htc::0190,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,,220,20,,,,57.47,21.55,82.64,75.58
Wet-Waste-Biomass-Opt::htc::0191,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,,220,20,,,,57.54,22.29,85.59,78.49
Wet-Waste-Biomass-Opt::htc::0192,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,35.7,5.27,9.61,41.22,30.0,68.3,23.5,8.2,,225,120,,,,42.21,21.24,73.22,68.06
Wet-Waste-Biomass-Opt::htc::0193,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,35.7,5.27,9.61,41.22,30.0,68.3,23.5,8.2,,250,120,,,,40.15,25.91,84.95,71.84
Wet-Waste-Biomass-Opt::htc::0194,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,35.7,5.27,9.61,41.22,30.0,68.3,23.5,8.2,,275,120,,,,32.76,26.11,69.86,56.9
Wet-Waste-Biomass-Opt::htc::0195,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,35.7,5.27,9.61,41.22,30.0,68.3,23.5,8.2,,300,120,,,,53.16,19.01,82.53,79.77
Wet-Waste-Biomass-Opt::htc::0196,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,34.26,4.83,2.67,17.04,70.0,39.4,19.4,41.2,,200,120,,,,58.76,14.67,55.85,57.92
Wet-Waste-Biomass-Opt::htc::0197,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,34.26,4.83,2.67,17.04,70.0,39.4,19.4,41.2,,220,120,,,,42.3,11.19,30.67,32.83
Wet-Waste-Biomass-Opt::htc::0198,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,34.26,4.83,2.67,17.04,70.0,39.4,19.4,41.2,,240,120,,,,47.59,11.04,34.04,35.8
Wet-Waste-Biomass-Opt::htc::0199,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,40.85,6.3,3.73,31.72,86.0,81.51,1.09,17.4,,220,600,,,,49.78,23.14,67.21,62.77
Wet-Waste-Biomass-Opt::htc::0200,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,39.57,5.78,3.37,34.12,80.0,81.41,1.43,17.16,,180,600,,,,66.38,19.59,83.67,77.54
Wet-Waste-Biomass-Opt::htc::0201,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,39.57,5.78,3.37,34.12,80.0,81.41,1.43,17.16,,200,600,,,,61.56,20.4,80.79,72.87
